Title,Price,Shipping,Condition,Is Auction?,No Best Offer
"Nintendo ""New"" 3DS XL RED-001 Black & Grey | Grade B",C $246.64,+C $41.78 shipping,Pre-Owned,False,True
[AS IS 860] New Nintendo 3DS XL LL Metallic Blue Console *PLZ READ DESCRIPTION,C $205.40,Free shipping,Pre-Owned,False,True
[ MINT ] NINTENDO NEW 3DS XL LL Pink - White Console Japan Version 4242,C $260.21,+C $13.69 shipping,Pre-Owned,False,False
Nintendo New Nintendo 3DS XL SNES Edition with Box. Includes extras.,C $957.80,+C $47.85 shipping,Pre-Owned,False,True
B27 Nintendo new 3DS LL XL console Metallic Black N3DS Handheld System Pen USED,C $113.73,+C $34.26 shipping,Pre-Owned,True,True
B28 Nintendo new 3DS LL XL console Metallic Blue N3DS Handheld System Pen USED,C $97.29,+C $34.26 shipping,Pre-Owned,True,True
B29 Nintendo new 3DS LL XL console Metallic Red N3DS Handheld System Pen USED,C $186.35,+C $34.26 shipping,Pre-Owned,True,True
B33 Nintendo new 3DS LL XL console Metallic Blue Japan N3DS Pen Game SET USED,C $154.84,+C $34.26 shipping,Pre-Owned,True,True
B30 Nintendo new 3DS LL XL console Pearl White N3DS Handheld System Pen USED,C $188.41,+C $34.26 shipping,Pre-Owned,True,True
"NEW Nintendo 3DS XL ,Red  ,Hshop, Games Bundle",C $411.07,+C $38.56 shipping,Pre-Owned,False,False
"LOT OF 12 AS IS NINTENDO 3DS, 3DS LL, NEW 3DS LL, DSI, DSI LL CONSOLES FOR PARTS",C $419.30,+C $57.22 shipping,Parts Only,True,True
Nintendo 3DS LL Console - Blue / Black (SEALED),C $411.06,+C $50.34 shipping,Brand New,False,True
Nintendo New 3DS XL Handheld System+16 Games bundle lot console mario+luigi+more,C $410.94,+C $26.71 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Console Pokemon Sun and Moon Solgaleo Lunala BUNDLE,C $445.33,+C $46.90 shipping,Pre-Owned,False,False
Nintendo “New” 3DS XL Handheld Console Only RED-001- Dark Gray- CONSOLE ONLY!,C $315.16,+C $28.88 shipping,Pre-Owned,False,True
Nintendo 3DS XL Legend of Zelda Majora's Mask Limited Edition BRAND NEW,C $830.00,+C $50.00 shipping,Brand New,True,True
BRAND NEW Nintendo 3DS XL RETRO NES EDITION Console - SUPER RARE,C $550.00,+C $60.00 shipping,Brand New,True,True
New Nintendo 3DS XL System - Galaxy Edition - Bundle - Amazing Condition!!!,C $335.71,+C $55.34 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Blue Console Region code: NTSC-J (JAPAN) 319,C $219.24,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Blue Box Console [N],C $483.67,Free shipping,New (Other),False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black-No Charger,C $411.06,+C $43.63 shipping,New (Other),True,True
New Nintendo 3DS XL LL Pearl White Console Stylus Japanese ver,C $219.24,Free shipping,Pre-Owned,False,True
"New 3DS LL Loopy Capture Card w/USB-C Charging (Metallic Blue, Some Scratches)",C $753.62,+C $50.03 shipping,Pre-Owned,False,True
RANK B+ IPS Nintendo New 3DS XL Super Smash Bros Edition With BOX IPS Screen Top,C $438.48,+C $9.59 shipping,Pre-Owned,True,True
"(New) Red Nintendo 3DS XL, Comes With Charger, No Stylus Shell Wear READ",C $239.79,+C $26.67 shipping,Pre-Owned,False,True
L1666 Ship Free Nintendo new 3DS LL XL console Metallic White Japan fx,C $250.07,Free shipping,Pre-Owned,True,True
L1664 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $206.91,Free shipping,Pre-Owned,True,True
L1665 Ship Free Nintendo new 3DS LL XL console Lime Green x Black Japan,C $205.54,Free shipping,Pre-Owned,True,True
New Nintendo 3DS LL XL Console Metallic Red Tested JPver Top IPS with Charger SD,C $280.90,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Galaxy Edition With Charger Tested ,C $335.70,+C $43.18 shipping,Pre-Owned,False,True
L1659 Ship Free Nintendo new 3DS LL XL console Metallic Black Japan w/box,C $244.59,Free shipping,Pre-Owned,True,True
Dual IPS Screens New 3DS XL Galaxy Edition Loaded with Pokemon Games Region Free,C $708.42,+C $51.15 shipping,Pre-Owned,True,True
Nintendo New 3DS XL Handheld Gaming System - Black ,C $246.64,+C $38.94 shipping,Pre-Owned,False,True
NINTENDO New 3DS LL XL Console Stylus Metalic Black Operation Confirmed,C $244.71,Free shipping,Pre-Owned,False,True
"Nintendo 'NEW' 3DS XL 4GB Handheld Gaming System - Black, Excellent Condition",C $385.04,+C $30.94 shipping,Pre-Owned,True,True
Dual IPS Nintendo New 3DS XL Pearl White IPS Screen Top Bottom A7023,C $393.26,+C $9.59 shipping,Pre-Owned,True,True
"New Nintendo 3DS LL Pink, JAPANESE, **missing thumbstick** ships from USA",C $137.02,+C $40.68 shipping,Pre-Owned,False,True
New 3DS LL Loopy Capture Card w/USB-C Charging (Slightly Yellowed Top Screen),C $753.62,+C $50.03 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Galaxy Edition - Bundle with Games - Good Shape!!!,C $322.01,+C $54.95 shipping,Pre-Owned,False,True
'New' Nintendo 3DS XL Console System Metallic Blue - Fully Tested & VGC + 1 Game,C $380.64,+C $60.85 shipping estimate,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Console Red USA Region RED-001,C $263.77,+C $22.36 shipping,Pre-Owned,True,True
New Nintendo 3DS XL Maroon W/ Pokemon Pikachu Hori Shell Clear Gold Case ,C $260.35,+C $27.27 shipping,Pre-Owned,False,False
USB-C CAPTURE CARD DUAL IPS Galaxy Purple Boxed 128g New Nintendo 3DS XL Console,"C $1,409.58",+C $45.47 shipping,Pre-Owned,False,True
USB-C INBUILT CAPTURE CARD Red New Nintendo 3DS XL Console 128gb REGION FREE,C $750.24,+C $45.47 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Handheld Gaming System - Black. Cleaned/Repaired,C $546.73,+C $35.72 shipping,Pre-Owned,False,False
Nintendo New 3DS XL 4GB Handheld Gaming System Black with Charger Tested & Works,C $237.74,+C $43.72 shipping,Pre-Owned,True,True
IPS Top Nintendo new 3DS LL Blue Console w/ Box Used  Excellent,C $340.92,Free shipping,Pre-Owned,False,True
"Nintendo New 3DS XL 128gb Handheld Gaming System - Black, BUNDLE, Pokemon",C $308.29,+C $48.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Pokemon Sun And Moon Special Edition System (No Charger),C $342.55,+C $50.86 shipping,Pre-Owned,False,True
"The Legend of Zelda Link Between Worlds, Nintendo 3DS XL System Console LIKE-NEW",C $605.00,+C $30.00 shipping,Open Box,True,True
L1457 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan x,C $184.98,Free shipping,Pre-Owned,True,True
"""New"" Nintendo 3DS XL Red Console BOX ONLY",C $30.83,+C $31.46 shipping,Parts Only,True,True
New NIntendo 3DS XL,C $200.00,+C $22.11 shipping,Pre-Owned,False,True
NEW Nintendo 3DS LL XL Lime Green Black Console Japan,C $287.75,+C $41.11 shipping,Pre-Owned,False,True
【Dual IPS】【AS IS SOLD】 NEW Nintendo 3DS LL XL Console -metallic RED Fast deliver,C $326.12,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black,C $274.05,+C $37.13 shipping,Pre-Owned,False,True
USED new-Nintendo 3DS XL LL Metaric Blue Handheld System Console RED-001 NTSC-J,C $195.26,+C $31.52 shipping,Pre-Owned,False,True
"Samus Edition ""New"" Nintendo 3DS XL, Complete! System is 99% like-new!",C $800.00,Free shipping,Open Box,False,True
RANK A IPS Nintendo New 3DS LL XL Pearl White IPS Screen TOP Japan ver A3143,C $317.21,+C $9.59 shipping,Pre-Owned,True,True
Nintendo 3DS XL LL Mario White LE New Unopened w/Club Nintendo 7Stylus Set Japan,C $683.75,+C $27.40 shipping,Brand New,False,True
New Nintendo 3DS XL System - Galaxy Edition - Bundle with Games - Good Shape!!!,C $322.01,+C $54.95 shipping,Pre-Owned,False,True
"Nintendo New 3DS XL 4GB Console System - Black - Tested/Works, W/Charger",C $287.74,+C $28.08 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Gaming System Metallic Grey Tested!,C $246.64,+C $38.94 shipping,Pre-Owned,False,True
[AS IS 876] New Nintendo 3DS XL LL Metallic Blue Console *PLZ READ DESCRIPTION,C $201.56,Free shipping,Pre-Owned,False,True
New NIntendo 3DS XL,C $200.00,+C $22.11 shipping,Pre-Owned,False,False
'New' Nintendo 3DS XL Pikachu Yellow Edition [Graded VGA 90 NM+/MT GOLD] AMAZING,"C $1,507.21",+C $88.29 shipping,Brand New,False,False
New Nintendo 3DS XL Handheld Console RED-001 Gray  Charger No Stylus For Repair,C $150.73,+C $35.41 shipping,Parts Only,False,True
"Nintendo ""New"" 3DS XL Metallic Black Console Tested & Working Top IPS",C $294.15,+C $52.24 shipping estimate,Pre-Owned,False,True
New Nintendo 3DS LL XL Console Pearl White Dual IPS LCD Near Mint / Region Free,C $411.06,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL With Box Has Screen Damage,C $178.13,+C $33.54 shipping,Pre-Owned,False,True
【top IPS】New Nintendo 3DS LL XL  metallic blue From JAPAN JP Tested USED,C $297.34,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Dual IPS Screens - Bundle - Must See,C $404.22,+C $57.37 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Metallic Grey Console w/ Games Downloaded - Pokemon & Zelda,C $287.68,+C $28.08 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL Pikachu Yellow Edition Japanese Version Console Only,C $328.85,Free shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS LL XL Console Metallic Red Dual IPS JPver w/Charger SD,C $349.41,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Gaming System Metallic Grey RED-001 CLEAN,C $274.04,+C $27.67 shipping,Pre-Owned,False,True
Nintendo New 3DS XL  Handheld Gaming System,C $311.73,+C $23.77 shipping,Pre-Owned,True,True
New 3DS LL/XL White - US Region Swapped + Modded w/ 64gb SD - READ DESCRIPTION,C $176.76,+C $24.80 shipping,Parts Only,False,True
NEW Nintendo 3DS XL Majora's Mask Special Edition Console AUS CODED -NEW - ZELDA,C $727.50,+C $72.71 shipping,Brand New,True,True
New Nintendo 3DS LL XL Game Console Pearl White Color Unused [ Open Box ],C $409.97,Free shipping,New (Other),False,True
RANK B+ IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver A4899,C $304.88,+C $9.59 shipping,Pre-Owned,True,True
New Nintendo 3DS LL Metallic Black Game Console Handhel New Box NTSC-J (Japan),C $528.77,Free shipping,Brand New,False,True
New Nintendo 3DS XL Metallic Blue,C $423.92,+C $85.46 shipping estimate,Pre-Owned,True,True
New Nintendo 3DS XL Console Orange + Black Boxed 1 Game Charger - Working (READ),C $354.71,+C $83.26 shipping estimate,Pre-Owned,False,False
New Nintendo 3DS LL XL Pearl White Console only No Box Used from Japan,C $215.12,Free shipping,Pre-Owned,False,True
New Nintendo 3ds XL Galaxy Edition With Charger ,C $300.00,Free shipping,Pre-Owned,False,False
Nintendo New 3DS XL Handheld Gaming System - Black Grinch Cover,C $274.04,+C $38.63 shipping,Pre-Owned,False,False
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯204,C $219.24,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯197,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯198,C $212.39,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯201,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯203,C $232.94,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Gaming System - Black Grinch Cover,C $274.04,+C $38.63 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯199,C $171.28,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Amazing Condition - Bundle - Tested,C $328.86,+C $55.14 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Console RED-001 Metallic Black w/ Power & Games No Stylus,C $239.79,+C $41.19 shipping,Pre-Owned,False,False
New Nintendo 3DS LL XL Monster Hunter 4G Special Pack Edition w/Box Japanese Ver,C $358.99,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL White x pink Console region Japanese ♯193,C $137.02,+C $20.55 shipping,Pre-Owned,False,True
New 3DS black Kisekae Plate Teresa Japan Nintendo Console region Japanese ♯92,C $354.89,+C $20.55 shipping,Pre-Owned,False,True
L1585 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $185.67,Free shipping,Pre-Owned,True,True
Nintendo New 3DS XL Handheld Console RED-001 with Charger & 7 games & Case Minty,C $376.82,+C $45.57 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Handheld Gaming System - Black Grinch Cover,C $274.04,+C $38.63 shipping,Pre-Owned,False,False
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯204,C $219.24,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯197,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯198,C $212.39,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯201,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯203,C $232.94,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Gaming System - Black Grinch Cover,C $274.04,+C $38.63 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯199,C $171.28,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Amazing Condition - Bundle - Tested,C $328.86,+C $55.14 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Console RED-001 Metallic Black w/ Power & Games No Stylus,C $239.79,+C $41.19 shipping,Pre-Owned,False,False
New Nintendo 3DS LL XL Monster Hunter 4G Special Pack Edition w/Box Japanese Ver,C $358.99,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL White x pink Console region Japanese ♯193,C $137.02,+C $20.55 shipping,Pre-Owned,False,True
New 3DS black Kisekae Plate Teresa Japan Nintendo Console region Japanese ♯92,C $354.89,+C $20.55 shipping,Pre-Owned,False,True
L1585 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $185.67,Free shipping,Pre-Owned,True,True
Nintendo New 3DS XL Handheld Console RED-001 with Charger & 7 games & Case Minty,C $376.82,+C $45.57 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Green and White Yoshi Limited Edition,C $328.85,+C $42.98 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Black System IPS Top Screen 5 Games and Charger,C $280.90,+C $37.46 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Console Top IPS Metallic Black Excellent,C $438.48,+C $32.52 shipping,New (Other),False,False
Nintendo New 3DS XL - Legend of Hyrule Edition - Original Box - 4 Zelda Games,C $767.33,+C $42.22 shipping,Pre-Owned,False,False
"""New"" Nintendo 3DS XL System - Metallic Red w/Stylus & Charger US Seller",C $313.79,+C $28.84 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Gaming System - Black ,C $246.64,+C $38.94 shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS XL SNES Edition.  With 13 Games Lot Pokemon Metroid,C $849.55,+C $117.33 shipping,Pre-Owned,False,True
Dual IPS Nintendo New 3DS LL XL Metallic Red IPS Screen Top Bottom Japan A3124,C $308.31,+C $9.59 shipping,Pre-Owned,True,True
New 3DS XL Sun and Moon Edition For Parts,C $164.43,+C $33.13 shipping,Parts Only,False,True
"Model ""New"" Nintendo 3DS XL System - Metallic Red with Charger",C $273.98,+C $39.93 shipping,Pre-Owned,False,False
Nintendo New 3DS XL 4GB Handheld Gaming System - Black & Legend Of Zelda,C $204.17,+C $52.95 shipping,Pre-Owned,True,True
"Nintendo New 3DS XL Galaxy Edition Handheld System -  Cleaned, Repaired",C $349.41,+C $46.96 shipping,Pre-Owned,True,True
Nintendo New 3DS XL Galaxy Edition With Charger Tested *READ*,C $273.98,+C $39.45 shipping,Pre-Owned,False,True
"""New"" Nintendo 3DS XL System Black Handheld CIB Complete In Box with Charger",C $465.87,+C $33.32 shipping,New (Other),False,True
New Nintendo 3DS LL XL Metallic Black Console Only Japanese Version Used Tested,C $198.67,Free shipping,Pre-Owned,False,True
"Nintendo {new} 3DS XL Console RED-001 Bundle (games, case, stylus, charger)",C $432.99,+C $47.16 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯138,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
L1502 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan w/box fx,C $250.07,Free shipping,Pre-Owned,True,True
L1501 Nintendo new 3DS LL XL console Silver Monster Hunter 4 G Japan w/box,C $251.44,Free shipping,Pre-Owned,True,True
L1498 Ship Free Nintendo new 3DS LL XL console Pink x White Japan w/box,C $230.20,Free shipping,Pre-Owned,True,True
[ NEAR MINT ] NINTENDO NEW 3DS XL LL Metallic Blue Console Japan Version 4241,C $247.21,+C $13.69 shipping,Pre-Owned,False,True
Nintendo new 3DS LL(Japanese Console Pearl White Dual IPS Used XL,C $408.32,+C $68.51 shipping,Pre-Owned,False,True
DUAL IPS Zelda Majora's Mask 128gb REGION FREE New Nintendo 3DS XL Console Boxed,"C $1,136.75",+C $45.47 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Pearl White Console Box Set “Excellent“ Japanese ver. JPN,C $339.81,Free shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger + 4GB SD * IPS *,C $308.29,+C $39.37 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Legend of Zelda Majora's Mask Gold (USA),C $369.95,+C $36.17 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL Legend of Zelda Majora's Mask Gold (USA Seller) IPS READ,C $356.25,+C $35.78 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger + 4GB SD Read,C $287.74,+C $33.75 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL Legend of Zelda Majora's Mask Gold (USA Seller) IPS,C $383.66,+C $36.59 shipping,Pre-Owned,False,True
New Nintendo 3DS XL (RED-001) Handheld System with 2 Games and Charger TESTED,C $328.86,+C $39.09 shipping,Pre-Owned,False,True
Nice Condition New 3DS XL With Accessories! Fully Tested!,C $308.31,+C $41.01 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Handheld Gaming System - Black Japan,C $221.30,Free shipping,Pre-Owned,False,True
"Nintendo new 3ds xl - with charger, stylus in metallic Grey With Lego 3DS Game!",C $363.36,+C $27.68 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Metallic Blue QEH108973749 Read Desc,C $207.63,+C $55.13 shipping estimate,Pre-Owned,False,True
Nintendo New 3DS XL Pikachu Pokemon Yellow Edition USA System ~ Console & Stylus,C $575.50,+C $36.56 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black,C $260.35,+C $39.35 shipping,Pre-Owned,False,False
New Nintendo 3DS XL console Mettalic Black - collectors must have TOP IPS screen,C $709.42,+C $87.88 shipping estimate,Pre-Owned,False,False
Nintendo New 3DS LL Blue Used Condition with Working Test②,C $150.73,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Gaming System Black - COMPLETE W/ CHARGER TESTED,C $411.06,+C $31.71 shipping,Pre-Owned,False,False
Nintendo New 3DS LL XL Console Metallic Black Used Japanese [TOP IPS SCREEN],C $198.69,Free shipping,Pre-Owned,False,True
"New 3DS XL Loopy Capture Card w/USB-C Charging (Slight Screen Burn, w/Games!)",C $753.62,+C $50.03 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Ceramic White/ Hshop/Nds emulator/256GB,C $341.19,+C $29.65 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black & Legend Of Zelda,C $228.15,+C $53.66 shipping,Pre-Owned,True,True
New Nintendo 3DS XL Orange & Black Handheld System Screens Mint,C $397.88,+C $61.68 shipping estimate,Pre-Owned,False,True
New Nintendo 3DS XL The Legend of Zelda Majoras Mask Console Japanese ver amiibo,C $452.17,Free shipping,Pre-Owned,False,True
New 3ds LL Inner Chassis,C $27.40,+C $28.51 shipping,Parts Only,True,True
New Nintendo 3DS LL Console Pearl White Japan model,C $219.23,Free shipping,Pre-Owned,False,True
New 3DS XL (LL) Loopy In-Built Capture Card w/USB-C Charging (White),C $753.62,+C $50.03 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Ceramic White/ Hshop/Nds emulator/256GB,C $341.19,+C $52.12 shipping,Pre-Owned,False,True
*WORKING* Nintendo New 3DS XL 4GB - Black (TOP IPS SCREEN)(USA),C $253.50,+C $49.53 shipping,Pre-Owned,False,True
New Nintendo 3DS XL (Red) (No AC Adapter) Not Original Stylus (Read Desc),C $260.33,+C $39.19 shipping,Pre-Owned,False,False
For Repairs or Parts - Nintendo New 3DS XL Gray Black Metallic w/Charger Stylus,C $174.97,+C $24.75 shipping,Parts Only,False,True
Nintendo New 3DS XL System Console Black For Parts Or Not Working Bad Analog,C $202.11,+C $37.34 shipping,Parts Only,True,True
B5 Nintendo new 3DS LL XL console Metallic Blue JP N3DS Handheld System JUNK,C $72.62,+C $34.26 shipping,Parts Only,True,True
BRAND NEW Nintendo New 3DS XL Samus Edition Handheld System Console Metroid,"C $1,096.06",+C $46.92 shipping,Brand New,False,True
Nintendo New 3DS LL XL Metallic Blue box Japanese excellent+ IPS Top screen only,C $290.49,+C $41.11 shipping,Pre-Owned,True,True
USB-C INBUILT CAPTURE CARD Grey IPS New Nintendo 3DS XL Console 128g REGION FREE,C $750.24,+C $45.47 shipping,Pre-Owned,False,True
ScreesNear Immaculate Shape Nintendo New 3DS XL 4GB Handheld Gaming System Black,C $287.74,+C $28.08 shipping,Pre-Owned,False,True
L1091 Ship Free Nintendo new 3DS LL XL console Metallic Black Japan w/box fx,C $236.37,Free shipping,Pre-Owned,True,True
"New Nintendo 3DS XL, Metallic Red Console Cosmetic Flaws - USA Seller Tested",C $260.33,+C $27.27 shipping,Pre-Owned,False,False
"""New"" Nintendo 3DS XL Metallic Red  TESTED FAST SHIPPING",C $356.26,+C $44.82 shipping,Pre-Owned,False,True
New 3DS XL Capture Card Installation Service For luckybesolive0,C $137.02,+C $23.62 shipping,Brand New,False,True
New 3DS XL (LL) Loopy In-Built Capture Card w/USB-C Charging (Metallic Blue),C $712.52,+C $48.81 shipping,Pre-Owned,False,True
RANK B+ IPS Nintendo New 3DS XL Super Smash Bros Edition With BOX IPS Screen Top,C $349.41,+C $9.59 shipping,Pre-Owned,True,True
New Nintendo 3DS XL Handheld System Tested W/ OEM Stylus And Charger See Photos,C $274.04,+C $35.85 shipping,Pre-Owned,False,False
"""New"" Nintendo 3DS XL RED-001 Handheld Game Console USED Read",C $274.04,+C $69.28 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Pikachu Yellow Edition System in Box w/Charger US NA Version,C $753.64,+C $41.82 shipping,New (Other),False,True
New Nintendo 3DS XL Red Video Game Console IPS Top Excellent Condition,C $308.31,+C $28.68 shipping,Pre-Owned,False,True
NEW 3DS XL With WIRELESS Capture Grey - 100+ Games PokeBank 128gb SD - READ,C $546.73,+C $30.71 shipping,Pre-Owned,False,True
Broken Red New Nintendo 3DS XL Video Game Console System As Is Parts Repair,C $137.02,+C $23.62 shipping,Parts Only,False,False
Nintendo New 3DS XL for parts turns on read,C $150.73,+C $54.81 shipping,Parts Only,False,True
New Nintendo 3DS LL Console Metallic blue Japan model,C $191.82,Free shipping,Pre-Owned,False,True
USB-C INBUILT CAPTURE CARD Blue New Nintendo 3DS XL Console 128gb REGION FREE,C $759.33,+C $45.47 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Bundle,C $259.54,+C $59.69 shipping estimate,Pre-Owned,True,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯195,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS console LL XL Black Japan w/box fx,C $232.93,Free shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯194,C $184.98,+C $20.55 shipping,Pre-Owned,False,True
Dual IPS Nintendo new 3DS LL XL Console Rime Green Used Japan #81,C $328.86,Free shipping,Pre-Owned,False,True
Dual IPS Nintendo new 3DS LL XL Console Red Used Japan #74,C $328.86,Free shipping,Pre-Owned,False,True
Top IPS Nintendo new 3DS LL XL Console Monster Hunter Edition Used Japan #78,C $274.05,Free shipping,Pre-Owned,False,True
Top IPS Nintendo new 3DS LL XL Console Black Used Japan #75,C $267.20,Free shipping,Pre-Owned,False,True
Top IPS new Nintendo 3DS LL XL Console Blue Used Japan #65,C $260.35 to C $267.20,Free shipping,Pre-Owned,False,True
Nintendo new 3DS LL XL Console Solgaleo Lunala Black Used Japan #46,C $328.86,Free shipping,Pre-Owned,False,True
Bottom IPS Nintendo new 3DS LL XL Console Monster Hunter Red Used Japan #80,C $219.24,Free shipping,Pre-Owned,False,True
Top IPS new Nintendo 3DS LL XL Console Blue Used Japan #52,C $239.79 to C $246.64,Free shipping,Pre-Owned,False,True
new Nintendo 3DS LL XL Console Red Used Japan #62,C $239.79 to C $246.64,Free shipping,Pre-Owned,False,True
L1482 Ship Free Nintendo new 3DS LL XL console Lime Green x Black Japan,C $208.96,Free shipping,Pre-Owned,True,True
L1481 Ship Free Nintendo new 3DS LL XL console Metalic White Japan,C $217.18,Free shipping,Pre-Owned,True,True
L1480 Ship Free Nintendo new 3DS LL XL console Metalic White Japan JUNK,C $154.15,Free shipping,Parts Only,True,True
L1479 Ship Free Nintendo new 3DS LL XL console Metalic Blue Japan fx,C $213.07,Free shipping,Pre-Owned,True,True
L1478 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan fx,C $208.96,Free shipping,Pre-Owned,True,True
L1187 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan fx,C $176.08,Free shipping,Pre-Owned,True,True
Nintendo New 3DS LL XL Console Various colors With originalbox  NTSC-J Excellent,C $267.20,+C $56.00 shipping,Pre-Owned,False,True
【As-is Sold】Nintendo NEW 3DS LL XL Blue Handheld Console Fast shipping USED,C $216.50,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL W/ Stylus & Charger - Black - Great Condition - Audio Issue,C $260.35,+C $36.48 shipping,Pre-Owned,True,True
New Nintendo 3DS XL console Monster Hunter Generations Metallic Red - Rare,C $311.43,+C $63.50 shipping estimate,Pre-Owned,False,True
"""New"" Nintendo 3DS XL RED-001 Handheld Game Console USED",C $274.05,+C $37.24 shipping,Pre-Owned,False,True
New Super Nintendo 3DS XL SNES Edition Gray Console NEW and SEALED,"C $1,712.81",+C $103.11 shipping,Brand New,False,True
New Nintendo 3DS XL System - Metallic Red - Bundle - Tested/Works!,C $308.31,+C $54.54 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Hyrule Edition Gold Handheld System [Brand New] Collectable,"C $1,260.00",+C $16.67 shipping,Brand New,False,True
