Title,Price,Shipping,Condition,Is Auction?,No Best Offer
New Nintendo 3DS XL LL Black x Lime Console region Japanese ♯179,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Dual IPS - Bundle With Games!!!,C $397.37,+C $57.17 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Galaxy Console US Model Top.,C $294.59,+C $56.81 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Dual IPS - Bundle With Games!!!,C $397.37,+C $57.17 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Galaxy Console US Model Top.,C $294.59,+C $56.81 shipping,Pre-Owned,False,True
New Nintendo 3DS XL RED-001 W/ Charger Works No Mic,C $575.42,+C $38.96 shipping,Pre-Owned,False,True
Nintendo New 3DS XL - Red  Handheld Gaming System (With charger!) TESTED,C $267.20,+C $43.88 shipping,Pre-Owned,False,True
RANK B+ Nintendo New 3DS LL POKEMON PIKACHU Edition Japan ver A2699,C $363.12,+C $9.59 shipping,Pre-Owned,True,True
RANK A Dual IPS Nintendo New 3DS XL Pearl White IPS Screen Top Bottom A2530,C $424.78,+C $9.59 shipping,Pre-Owned,True,True
[AS IS 688] New Nintendo 3DS XL LL Zelda Hyrule Edition *PLZ READ DESCRIPTION,C $347.85,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Console Black with Box & All Inserts ￼CIB Complete,C $315.16,+C $44.92 shipping,Pre-Owned,False,True
Monster Hunter X New Nintendo 3DS LL + Monster Hunter X Game – Japanese Version!,C $250.00,+C $20.00 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black & Legend Of Zelda,C $207.59,+C $53.04 shipping,Pre-Owned,True,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯174,C $184.98,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯182,C $184.98,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Black Console W/Charger  No Stylus RED-001 W/ 2 Mario Games,C $287.74,+C $28.08 shipping,Pre-Owned,False,False
New Nintendo 3DS XL LL White x pink Console region Japanese ♯144,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
New 3DS black Kisekae Plate Mario Japan Nintendo Console region Japanese ♯171,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
"""New"" Nintendo 3DS XL RED-001 Handheld Game Console USED",C $272.68,+C $27.64 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Handheld System Tested With 3 Games,C $287.74,+C $43.97 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Super Nintendo SNES Edition Console Mario Kart US Brand New,"C $1,370.24",+C $89.11 shipping,Brand New,False,True
New Nintendo 3DS XL Dual IPS Majora's mask edition,C $452.18,+C $27.40 shipping,Pre-Owned,True,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯172,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯173,C $150.73,+C $20.55 shipping,Pre-Owned,False,True
N3DSC - New 3DS XL Black DOESN'T PLAY GAMES FOR PARTS OR REPAIR AS IS,C $191.82,+C $33.98 shipping,Parts Only,False,True
L1465 Ship Free Nintendo new 3DS LL XL console Metalic Blue Japan x,C $180.87,Free shipping,Pre-Owned,True,True
L1464 Ship Free Nintendo new 3DS LL XL console Metalic Blue Japan x,C $194.58,Free shipping,Pre-Owned,True,True
L1463 Ship Free Nintendo new 3DS LL XL console Metalic Blue Japan fx,C $174.71,Free shipping,Pre-Owned,True,True
L1462 Ship Free Nintendo new 3DS LL XL console Metalic Blue Japan fx,C $222.67,Free shipping,Pre-Owned,True,True
L1461 Ship Free Nintendo new 3DS LL XL console Metalic Blue Japan x,C $178.82,Free shipping,Pre-Owned,True,True
Nintendo New 3DS XL Galaxy Edition With Charger Tested ,C $335.70,+C $43.18 shipping,Pre-Owned,False,False
New Nintendo 3DS XL LL Black x Lime Console region Japanese ♯158,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
L1459 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan x,C $178.13,Free shipping,Pre-Owned,True,True
L1457 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan x,C $154.15,Free shipping,Pre-Owned,True,True
Nintendo New 3DS XL Metallic Blue QEH108924543 Read Desc,C $229.78,+C $55.89 shipping estimate,Pre-Owned,False,True
Nintendo New 3DS XL Hyrule Edition - TOP IPS,C $519.08,+C $73.76 shipping estimate,Pre-Owned,False,True
Broken Red New Nintendo 3DS XL Video Game Console System As Is Parts Repair,C $164.42,+C $24.43 shipping,Parts Only,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯147,C $171.28,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Monster Hunter Generations Edition - Blue,C $890.66,+C $103.97 shipping,Brand New,True,True
"""New"" Nintendo 3DS XL Galaxy Edition. Complete in box, hardly used. Free charger",C $400.00,+C $24.78 shipping,Open Box,False,True
"Nintendo New 3DS LL Blue Handheld System Console (For Parts, Read Description)",C $49.00,+C $19.51 shipping,Parts Only,True,False
New Nintendo 3DS XL Dark Grey w/ Lego City Undercover - No Charger - Tested,C $277.48,+C $37.82 shipping,Pre-Owned,True,True
Nintendo New 3DS XL (Black) Bundle + Charger & Case,C $349.41,+C $38.48 shipping,Pre-Owned,True,True
L1456 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan fx,C $208.36,Free shipping,Pre-Owned,True,True
L1455 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan fx,C $199.37,Free shipping,Pre-Owned,True,True
"Nintendo ""New"" 3DS XL - Black/Grey *EXCELLENT CONDITION* Ships NEXT Day!",C $301.44,+C $34.00 shipping,Pre-Owned,False,True
Nintendo - New Nintendo 3DS XL Black (With Charger and Stylus),C $301.44,+C $45.60 shipping,Pre-Owned,False,True
New Nintendo 3DS XL SNES Super Nintendo Limited Edition PAL Region Locked (A6),C $411.06,+C $26.71 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯162,C $143.88,+C $20.55 shipping,Pre-Owned,False,True
Dual IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Bottom Japan ver A3049,C $291.18,+C $9.59 shipping,Pre-Owned,True,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black,C $205.54,+C $41.55 shipping,Pre-Owned,False,False
"N3DSC - Nintendo New Nintendo 3DS XL SNES Edition CRACKED SCREEN ""A"" BROKEN",C $411.06,+C $33.98 shipping,Parts Only,False,True
New Nintendo 3DS XL LL Metallic Blue Console Charger Japanese Version In English,C $253.50,+C $49.53 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Console In Metallic Black + 6 Games + Charger Bundle,C $327.01,+C $58.17 shipping estimate,Pre-Owned,False,True
"New Nintendo 3DS XL Black Charger W/ Super Mario, 4gb SD, And Stylus",C $315.16,+C $28.88 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯169,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Console Blue Comes With Gameschargerstylus,C $450.81,+C $32.89 shipping,Pre-Owned,False,True
"Nintendo ""New"" 3DS XL - Black",C $315.14,+C $23.87 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black,C $753.62,+C $41.82 shipping,New (Other),False,True
New Nintendo 3DS LL XL Console Top IPS Metallic Black Excellent / Region Free,C $356.25,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black,C $272.68,+C $47.07 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯153,C $150.73,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black,C $260.33,+C $43.30 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Launch Edition Gold Handheld System CIB ,C $810.00,+C $18.51 shipping,Open Box,True,True
New 3ds XL For Parts,C $95.92,+C $33.79 shipping,Parts Only,False,False
Nintendo New 3DS XL 4GB Handheld Gaming System Black with Charger Tested & Works,C $309.68,+C $45.85 shipping,Pre-Owned,True,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯165,C $184.98,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL White x pink Console region Japanese ♯152,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
NEW NINTENDO 3DS XL METALLIC BLUE CONSOLE DS PAL SYSTEM - With Games Z3,C $311.43,+C $63.33 shipping estimate,Pre-Owned,False,True
Nintendo New 3DS XL Console Pokemon Sun and Moon Solgaleo Lunala(Cleaned/Rep.) ,C $341.19,+C $29.65 shipping,Pre-Owned,False,False
New Nintendo 3DS XL with Loopy Capture Card and USB-C Charging,C $500.14,+C $29.34 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯157,C $171.28,+C $20.55 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver A8112,C $244.00,+C $9.59 shipping,Pre-Owned,True,True
Nintendo New 3DS XL Launch Edition Gold Handheld System CIB,C $700.00,+C $16.08 shipping,Brand New,True,True
New Nintendo 3DS XL Metroid Samus Edition Handheld System Tested Working,C $450.81,Free shipping,Pre-Owned,False,False
"New Nintendo 3DS XL Black Console, Dual IPS, Box And Charger Included",C $411.06,+C $42.67 shipping,Pre-Owned,False,True
Used Galaxy Nintendo New 3DS XL  - With 45 Digital Games And Onn Charger,C $287.75,+C $47.44 shipping,Pre-Owned,False,True
new Nintendo 3DS LL XL The Legend of Zelda Majora's Mask Console IPS LCD w/ AC,C $516.58,Free shipping,Pre-Owned,False,False
New Nintendo 3DS LL XL Blue-001 SOLD AS IS FOR PARTS OR REPAIR Broken As Is,C $109.61,+C $22.81 shipping,Parts Only,False,True
New Ninteno 3DS XL LL Doesnt power on READ DESC,C $63.03,+C $58.85 shipping,Parts Only,True,True
Nintendo New 3DS XL - Metallic Black Handheld System,C $346.04,+C $60.94 shipping estimate,Pre-Owned,False,False
DUAL IPS Super Smash Bros REGION FREE 128gb Nintendo New Nintendo 3DS XL Console,C $795.71,+C $45.47 shipping,Pre-Owned,False,True
DUAL IPS USB-C INBUILT CAPTURE CARD Orange New Nintendo 3DS XL Console 128gb,C $977.60,+C $45.47 shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS XL Parts Only READ,C $135.65,+C $34.97 shipping,Parts Only,False,False
Nintendo NEW 3DS XL Handheld System Galaxy Edition W/ 11 Pokemon Games,C $298.71,+C $58.85 shipping,Pre-Owned,True,True
L4674 Nintendo new 3DS LL XL console lime green x black JUNK,C $89.07,+C $34.26 shipping,Parts Only,True,True
L78 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $144.56,Free shipping,Pre-Owned,True,True
Broken New 3ds Xl Lot,C $383.67,+C $67.13 shipping,Parts Only,True,True
Nintendo New 3DS XL Gray Black Metallic w/Charger Stylus for Repair black screen,C $208.11,+C $25.73 shipping,Parts Only,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯166,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Galaxy Edition (FOR PARTS),C $1.37,+C $19.62 shipping,Parts Only,True,False
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯154,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯141,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯149,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯148,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯156,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL White x pink Console region Japanese ♯160,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS XL SNES Edition.  ,C $548.09,+C $69.05 shipping,Pre-Owned,False,True
Nintendo new 3DS LL XL Console only Various colors Used Japanese Japan,C $141.68 to C $230.80,+C $47.96 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Black Console System w/ Charger & Stylus,C $239.78,+C $36.24 shipping,Pre-Owned,False,True
new nintendo 3ds xl snes edition in box,C $959.16,+C $47.88 shipping,New (Other),False,False
"New 3DS XL/LL Loopy Capture Card w/USB-C Charging, DOUBLE IPS SCREENS! (Red)",C $959.16,+C $56.08 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Console - Red (Cleaned/Repaired) ,C $300.08,+C $39.92 shipping,Pre-Owned,False,False
“New”Nintendo 3DS XL Samus Edition Handheld System Console  Complete in Box,C $721.29,+C $10.96 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Bundle! W/ Case And Games,C $277.48,+C $44.83 shipping,Pre-Owned,True,True
New Nintendo 3DS LL XL Console Pearl White Dual IPS LCD Near Mint / Region Free,C $520.68,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL Handheld Console RED-001 Gray Very Good & Charger No Stylus,C $260.29,+C $38.64 shipping,Pre-Owned,False,False
New Nintendo 3DS XL LL Pink White Console Region code: NTSC-J (JAPAN) 89,C $205.54,Free shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Galaxy Pack Toys R Us Limited Edition Console Japanese,C $396.00,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Console Metallic Blue - SENT NEXT DAY TRACKED 24!,C $302.78,+C $57.34 shipping estimate,Pre-Owned,False,False
IPS Dual Nintendo new 3DS LL Black Used Tested Console Very Good,C $368.32,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld System Console Black Box Bundle Super Smash Bros,C $411.07,+C $50.34 shipping,Pre-Owned,False,True
RANK B+ Dual IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Bottom A3511,C $383.67,+C $9.59 shipping,Pre-Owned,True,True
New Nintendo 3DS LL Pearl White Console Stylus 4GB SD Card Working NTSC-J,C $239.77,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Blue Console USB charging cable Stylus(Random) ,C $237.20,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Red Box Console Charger Box Working NTSC-J,C $249.69,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL Metallic Blue TOP IPS Charger Stylus Included SD Card JP,C $267.18,Free shipping,Pre-Owned,False,True
New Nintendo 3DS LL Pikachu Yellow Japanese Ver.,C $409.72,Free shipping,Pre-Owned,False,True
Nintendo new 3DS LL Monster Hunter 4G Special Pack Silver Game Console CAPCOM,C $225.20,Free shipping,Pre-Owned,False,True
Nintendo 3DS XL Handheld System - Blue/Black - Complete - VGC,C $360.00,+C $30.00 shipping,Open Box,False,True
New Nintendo 3DS XL LL Monster Hunter Hunting Life Console Stylus Japan ver [H],C $315.16,Free shipping,Pre-Owned,False,True
Nintendo 3DS XL Handheld System - Blue/Black - Complete - VGC,C $360.00,+C $30.00 shipping,Open Box,False,True
New Nintendo 3DS XL LL Monster Hunter Hunting Life Console Stylus Japan ver [H],C $315.16,Free shipping,Pre-Owned,False,True
"""New"" Nintendo 3DS XL: Zelda Hyrule Edition Console [Brand New Factory Sealed!]",C $900.00,+C $31.45 shipping,Brand New,False,False
new nintendo 3ds xl red-001 black,C $274.04,+C $44.79 shipping,Pre-Owned,False,True
Pokemon Sun & Moon New Nintendo 3DS XL Console + Box - VGC - Tested & Working,C $581.02,+C $36.15 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯116,C $246.64,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Galaxy + charger stylus 27gb sd card and two games READ,C $301.45,+C $28.47 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Console Stylus Japanese  metallic blue Main body only,C $204.17,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL Black Handheld Console w/Stylus & Charger - Tested NICE,C $319.99,+C $14.99 shipping,Pre-Owned,False,True
Great condition- New Nintendo 3DS XL Zelda Majora's Mask Limited Edition,C $700.00,+C $19.54 shipping,Open Box,True,True
New Nintendo 3DS XL Console Blue,C $320.02,+C $75.15 shipping estimate,Pre-Owned,False,True
Nintendo New 3DS XL Gray Black Metallic w/Charger Stylus for Repair black screen,C $208.11,+C $25.73 shipping,Parts Only,False,True
New  Nintendo 3DS XL LL NEW LOVE PLUS + Rinko Deluxe Complete Set Console,C $376.82,+C $54.81 shipping,Brand New,False,True
Nintendo New 3DS XL Handheld Console Black - Good Condition w/ Charger + Games,C $342.55,+C $29.69 shipping,Good - Refurbished,False,True
Nintendo NEW 3DS LL XL Red Handheld Console Fast shipping As Sold,C $224.72,+C $24.66 shipping,Pre-Owned,False,True
“New”Nintendo 3DS XL Samus Edition Handheld System Console  Complete in Box,C $589.21,+C $57.52 shipping,Pre-Owned,False,False
"Nintendo ""New"" 3DS XL Red Basic Bundle | Grade B",C $150.73,+C $38.96 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯134,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black,C $301.45,+C $40.56 shipping,Pre-Owned,False,False
New Nintendo 3DS XL NTSC/USA Console w/ Nisetoro KatsuKity Capture Kit 128gb,"C $2,041.67",+C $87.76 shipping,Pre-Owned,False,False
[ MINT ] NINTENDO NEW 3DS XL LL Metallic Black Console Japan Version 4239,C $273.91,+C $13.69 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯124,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯119,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯126,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯127,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯130,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯132,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯133,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Animal Crossing Console only Japanese ♯135,C $246.64,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯129,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Black Handheld System With Charger & 1 Game TESTED!,C $294.59,+C $28.28 shipping,Pre-Owned,False,True
New 3DS XL Galaxy Console Bundle Tested W/ Pokemon Sun Mario And Charger,C $335.70,+C $41.61 shipping,Pre-Owned,False,True
L1238 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan w/box fx,C $225.41,Free shipping,Pre-Owned,True,True
L1237 Ship Free Nintendo new 3DS LL XL console Metallic  black Japan w/box,C $218.55,Free shipping,Pre-Owned,True,True
L1235 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan fx,C $208.28,Free shipping,Pre-Owned,True,True
L1234 Ship Free Nintendo new 3DS LL XL console Metalic Red Japan,C $211.70,Free shipping,Pre-Owned,True,True
Nintendo New 3DS XL SNES Edition US Console - Tested + Charger & Original Stylus,C $575.49,+C $57.10 shipping,Pre-Owned,False,True
L1187 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan fx,C $181.56,Free shipping,Pre-Owned,True,True
NEW NINTENDO 3DS XL METALLIC BLUE CONSOLE DS PAL SYSTEM - With Games Z3,C $320.09,+C $63.62 shipping estimate,Pre-Owned,False,True
B190 Nintendo new 3DS LL XL console Metallic Blue N3DS Handheld System Pen USED,C $189.78,+C $34.26 shipping,Pre-Owned,True,True
